Accession	AccessionNoIsoform	Gene	Description	NeuroMarker	LysosomalMarkers	HD1_IN	HD4_IN	HD5_IN	HD6_IN	HDKP_IN	HDRH_IN	HDSD_IN	HD1_FB	HD4_FB	HD5_FB	HD6_FB	HDKP_FB	HDRH_FB	HDSD_FB	C11_IN	C12_IN	CBS_IN	CGE_IN	CKK_IN	CKP_IN	TS_IN	C11_FB	C12_FB	CBS_FB	CGE_FB	CKK_FB	CKP_FB	TS_FB 
Q9NVC6	Q9NVC6	MED17	Mediator of RNA polymerase II transcription subunit 17 OS=Homo sapiens OX=9606 GN=MED17 PE=1 SV=2			19.08206749	19.13503647	19.55459595	19.56455231	19.36931419	19.54493713	19.25043678	17.53238678	15.2943697	17.44061852	17.7657032	17.64692688	17.68820763	17.38798523	19.45587158	18.63879013	19.16754913	18.63200951	19.36730766	19.39873886	19.6536808	18.31244278	16.64149094	17.64460373	17.25502396	17.81698227	17.42873383	18.05151367
Q13671	Q13671	RIN1	Ras and Rab interactor 1 OS=Homo sapiens OX=9606 GN=RIN1 PE=1 SV=4			18.97169685	19.39715004	19.75782013	19.30000305	19.42867851	19.84405708	19.43714333	20.31259537	20.41908073	20.38901711	20.72176743	20.03696823	20.33857536	20.33485603	19.45401955	18.67656708	19.24835396	18.55408859	19.48733902	19.45825577	20.10655212	20.33465195	19.96723938	20.09283829	19.7792263	20.35585403	19.89537048	20.69318008
Q9BXB4	Q9BXB4	OSBPL11	Oxysterol-binding protein-related protein 11 OS=Homo sapiens OX=9606 GN=OSBPL11 PE=1 SV=2			18.81603813	18.65695572	19.29014587	18.99213409	19.34677315	19.43247986	19.04063034	19.63731956	19.69295502	19.64020538	19.88572311	19.85340881	19.75835991	19.47496033	19.22653008	18.54148102	18.91165543	19.26880646	19.28730965	19.50594139	19.24643517	19.80336761	19.1872921	19.75632095	19.32843208	19.43263245	19.36445045	19.65169907
Q9H1A4	Q9H1A4	ANAPC1	Anaphase-promoting complex subunit 1 OS=Homo sapiens OX=9606 GN=ANAPC1 PE=1 SV=1			19.56460381	19.491539	19.46033859	19.3812294	19.37611198	19.3896637	19.38435936	18.98533058	18.96526718	19.23778915	19.18162155	19.2441864	19.07863045	18.91265678	19.35752869	19.05644608	19.62824249	19.17269135	19.48639488	19.4455452	19.33734131	19.26924896	19.07220078	19.23828125	19.01754761	19.45279884	19.49887848	19.24662018
Q9NXS2	Q9NXS2	QPCTL	Glutaminyl-peptide cyclotransferase-like protein OS=Homo sapiens OX=9606 GN=QPCTL PE=1 SV=2			19.53191566	19.2615509	19.63677788	18.64319038	19.24347687	19.01471329	19.07038116	20.03076553	19.94200897	19.99154663	19.98596191	19.92584038	19.99047089	19.72153664	18.95948792	19.60030365	19.21140671	19.23102188	18.85604668	19.04123688	18.93132973	20.10395622	19.8870163	19.77154541	19.87571335	19.79563141	20.01412582	19.98138046
P32856	P32856	STX2	Syntaxin-2 OS=Homo sapiens OX=9606 GN=STX2 PE=1 SV=3			19.57019234	19.49914932	18.78244591	19.21660805	19.35104561	19.2758007	19.40047073	20.08021164	19.97115517	20.00787163	19.86636925	20.05564117	19.79281616	20.0287056	19.34589005	19.69967651	19.48213196	19.39093399	19.18216705	19.42351151	18.88854027	19.82178307	19.76279449	19.9967308	19.76419258	19.6660881	19.86863518	19.8590126
Q9UMZ2	Q9UMZ2	SYNRG	Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2			18.66683388	18.33982277	19.81296921	18.71767426	19.21116829	19.73454666	18.73180199	18.6988678	18.4712925	18.88724709	18.71537971	18.63058472	18.98526955	18.95847321	18.74947548	18.33747101	18.72809982	18.66226768	18.74679375	19.31417847	20.12080956	18.87953377	18.60036087	18.78449631	18.82923889	18.9648056	18.60315895	18.81226349
Q92793	Q92793	CREBBP	CREB-binding protein OS=Homo sapiens OX=9606 GN=CREBBP PE=1 SV=3			18.56412888	18.90349388	19.59317017	19.21373367	19.33957291	19.41225433	19.06018448	18.72175407	19.02036095	18.66052246	19.26273537	18.85957909	18.84083176	18.28190231	19.31557846	18.26280785	19.02183151	18.86855698	19.22291183	19.22271347	19.16826439	19.09607506	18.50979614	18.86073685	18.30311203	18.78986931	18.59953117	18.84960938
P31151	P31151	S100A7	Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4			19.5753231	18.93714142	19.18470383	19.09696579	19.22223473	19.4990654	19.25028229	19.68553734	19.92426682	19.78745651	19.61914253	19.77368927	19.59394455	19.64766693	22.97630501	21.58429718	19.57599831	19.74049759	19.35301971	19.2844162	19.45867157	20.09991455	19.59703445	19.74220657	19.54821396	19.78786087	19.66999054	19.88087654
Q6NXT6	Q6NXT6	TAPT1	Transmembrane anterior posterior transformation protein 1 homolog OS=Homo sapiens OX=9606 GN=TAPT1 PE=1 SV=1			19.56898308	19.22582626	19.58458138	19.47163963	19.41385078	19.50085258	19.38854599	17.90884972	18.05071068	17.61770439	17.81558228	17.74520111	18.17569542	18.0580368	19.33163261	18.85905075	19.1729908	19.07922745	19.5694046	19.5461731	19.56833458	18.04594612	17.48213196	17.64206314	18.1047554	17.97366524	17.11427689	18.15689087
P10746	P10746	UROS	Uroporphyrinogen-III synthase OS=Homo sapiens OX=9606 GN=UROS PE=1 SV=1			18.85857773	18.54143906	19.40523529	19.13729095	19.31894112	19.00000381	19.18944931	17.97272491	17.76034164	18.15339279	18.47775078	18.33505249	17.77415848	18.55149078	19.55075455	18.16501427	19.31824875	18.38799858	19.34141159	19.61663628	17.89330673	18.34916878	18.04499435	18.13445663	19.93328285	18.58546257	20.42116547	18.22854614
Q9NSC5	Q9NSC5	HOMER3	Homer protein homolog 3 OS=Homo sapiens OX=9606 GN=HOMER3 PE=1 SV=2			18.5195446	18.28060913	19.57882881	19.12585831	19.26782417	18.95457268	18.97609329	20.41943932	20.83626175	20.79712296	20.68471909	20.53574181	20.6430378	20.55117035	18.8412056	17.86740685	18.81256676	18.84264565	18.73970795	19.07417679	19.58860207	20.2800293	20.12024307	20.49980927	20.16821671	20.09016418	20.245121	20.48488998
P23229-6	P23229	ITGA6	Isoform Alpha-6X1X2A of Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6			19.83517456	18.78443718	20.12957382	18.64358902	19.33525085	19.45247841	19.2967701	22.53709221	22.59706116	21.77466583	21.97438431	22.76603317	22.08103752	20.86420441	19.13105774	18.46942139	18.67032623	19.24991989	18.69218254	19.30280685	19.78969765	21.70698547	19.8942337	23.12458038	23.04425049	20.53610611	21.84218597	22.17932701
Q9BSC4	Q9BSC4	NOL10	Nucleolar protein 10 OS=Homo sapiens OX=9606 GN=NOL10 PE=1 SV=1			20.68609238	19.64664841	19.33981514	19.22679138	19.30079842	19.8218708	19.56507683	19.28102493	19.19410896	19.36310387	20.05516815	19.49708939	19.53077888	18.81238556	20.00281525	19.69992447	19.83158684	19.36448288	19.62696457	19.88182068	19.13422966	19.34374428	19.50453568	19.10025406	19.04662132	18.16649055	19.81800842	19.46032715
Q9UNH6-3	Q9UNH6	SNX7	Isoform 3 of Sorting nexin-7 OS=Homo sapiens OX=9606 GN=SNX7			19.27945518	18.71012497	19.30924606	18.80482674	19.2819252	19.05606842	20.15032196	20.02099228	21.16146088	19.8215847	19.59787941	19.92743301	19.76261139	20.11678696	18.77116776	19.83626938	20.04532623	20.13401031	19.40904236	19.67330933	19.65711212	21.48722458	20.73630905	20.5317688	20.11014366	20.66758919	20.30634689	20.56870651
Q9Y3I1	Q9Y3I1	FBXO7	F-box only protein 7 OS=Homo sapiens OX=9606 GN=FBXO7 PE=1 SV=1			19.11100578	19.47404671	18.95628357	18.74112129	19.13758469	18.93346596	19.24726868	19.7117157	19.5424118	19.32818413	19.15225792	19.48463058	19.19307327	19.26185608	19.10183525	18.72371674	18.94825172	19.00573921	19.24427986	19.02131271	19.72761726	19.4439373	18.92194366	19.77846909	19.27988243	19.34975815	19.33572006	19.45322037
O60268	O60268	KIAA0513	Uncharacterized protein KIAA0513 OS=Homo sapiens OX=9606 GN=KIAA0513 PE=1 SV=1			18.93582916	17.98215294	19.49776077	18.7544117	19.3785038	19.86644745	18.93414497	15.87103271	17.44229507	16.84850693	16.88754654	17.14177322	17.41789246	16.55873871	19.08176041	16.6876545	18.66122437	17.77905846	18.8152504	19.17725754	20.48599625	17.38162422	17.79756546	17.17119598	17.10107422	17.69954872	16.86863708	16.01373863
Q92947	Q92947	GCDH	"Glutaryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GCDH PE=1 SV=1"			19.55400658	19.66028214	19.47574234	19.49305725	19.32704926	19.72166061	19.05473518	19.78505135	19.50605011	19.77309608	19.9891758	19.97136307	19.91542625	19.91792107	19.6066494	19.01182938	19.17256927	19.61937332	19.48847389	19.67495728	19.60910416	19.71102715	19.90727234	20.00243759	19.81611824	19.99749947	19.72104836	19.78265381
Q6P1L8	Q6P1L8	MRPL14	"39S ribosomal protein L14, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL14 PE=1 SV=1"			19.69525337	19.58194351	19.30941391	19.44641876	19.37549973	19.43756485	19.37048721	19.86671448	19.7458992	19.84977722	19.94521713	19.93254089	19.760355	19.6776638	19.62256432	19.37542725	19.69248772	19.61144829	19.42357826	19.37779617	19.53367615	20.04151917	19.75977325	19.69437027	19.50684166	19.87691116	19.52021217	19.6523037
Q9UJX6	Q9UJX6	ANAPC2	Anaphase-promoting complex subunit 2 OS=Homo sapiens OX=9606 GN=ANAPC2 PE=1 SV=1			19.69883537	19.20048141	19.71323013	19.54487991	19.35330582	19.75587463	19.70285416	19.7104435	20.18614578	19.78297424	20.04976463	19.90798569	19.97811508	19.91064835	19.71865845	19.73196411	19.76834488	19.92346764	19.30569458	19.52490044	19.66830254	20.22846031	20.26065254	20.32138443	19.98172379	20.3095932	19.82834053	20.13448334
Q9NPD3	Q9NPD3	EXOSC4	Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3			18.91874123	19.26149178	19.27766609	19.5995369	19.32790565	19.28488541	19.12309837	19.82513618	19.62298584	19.58090401	20.07513237	19.54111862	19.16803169	18.71424103	19.15732193	18.73651123	19.05279922	18.09101677	18.82624435	18.83403206	18.83788109	19.33958244	18.74322701	19.14766121	18.88139343	18.81456757	19.14158821	19.30305481
Q9UBB5	Q9UBB5	MBD2	Methyl-CpG-binding domain protein 2 OS=Homo sapiens OX=9606 GN=MBD2 PE=1 SV=1			19.01457405	18.35394287	19.15093994	19.04001617	19.30512428	19.14701653	18.65301132	19.30544281	18.84342766	18.94461441	19.13720894	18.8109436	19.06403732	18.77987289	18.76741219	18.22969627	18.42393112	18.57374001	19.0090332	18.72611427	19.10548019	19.05803108	18.76691628	19.0246582	18.69008255	18.81320381	18.82915878	18.70639801
Q9H788	Q9H788	SH2D4A	SH2 domain-containing protein 4A OS=Homo sapiens OX=9606 GN=SH2D4A PE=1 SV=1			19.49910355	17.61697769	19.23386765	19.40738869	19.17034149	19.02497864	19.50797844	21.38842964	20.3997345	21.35800171	21.01864815	20.88288116	21.42312241	22.18210983	19.49209785	19.88990784	19.85728264	20.97783661	19.56996155	19.79904175	19.00188446	21.59555054	21.6604805	21.64047813	22.11548424	21.65644836	21.85488319	21.37028694
P62487	P62487	POLR2G	DNA-directed RNA polymerase II subunit RPB7 OS=Homo sapiens OX=9606 GN=POLR2G PE=1 SV=1			18.89442444	19.04553032	19.48334503	19.3924408	19.35706711	19.4233017	19.30078125	19.29824448	19.37594032	19.31648636	18.80791092	19.20493317	19.58041191	19.82553864	19.27140808	18.47649002	19.35033607	18.82092476	19.14524651	18.93238831	19.09892464	19.3716259	19.21801758	19.51988983	19.57794189	19.6626091	19.16103172	19.30967522
Q9NZM3	Q9NZM3	ITSN2	Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3			18.97000885	18.36541748	18.84970856	19.48602867	19.46473694	19.04296494	19.3343029	18.53447723	19.55513	19.5085659	18.95739746	19.07915115	19.43408775	19.0951004	19.23474884	18.92601395	19.21061897	18.86833	19.13846207	19.30501938	19.08401299	19.45778465	19.03555107	19.06652832	19.53251457	19.79249763	19.34500885	18.86224937
Q96IZ0	Q96IZ0	PAWR	PRKC apoptosis WT1 regulator protein OS=Homo sapiens OX=9606 GN=PAWR PE=1 SV=1			18.74848557	20.37167549	18.10958099	17.99040985	19.32547569	19.02195168	18.88814735	22.25281525	22.34633064	22.61861801	22.56805992	22.39846802	22.62803459	21.27436447	19.4674778	20.33886719	20.33778572	21.14632988	19.92654419	19.84722519	19.51085854	22.57310486	22.79402924	22.42298889	22.78762817	22.61909103	23.09356689	22.45356369
Q8TAD4	Q8TAD4	SLC30A5	Zinc transporter 5 OS=Homo sapiens OX=9606 GN=SLC30A5 PE=1 SV=1			19.63475227	19.67188454	19.27817535	19.56024933	19.3968277	19.57037354	19.53131866	18.78699303	18.65814209	18.73316002	18.58351135	18.65479279	18.43073273	18.8734169	19.5709877	19.61233139	19.69353676	19.21019936	19.48604393	19.01829529	19.06364059	18.6089592	18.68265915	18.7964859	18.53054047	18.55681992	18.85456657	18.50114441
Q8IY22	Q8IY22	CMIP	C-Maf-inducing protein OS=Homo sapiens OX=9606 GN=CMIP PE=1 SV=3			19.53188896	19.43516159	19.13600159	19.13531303	19.29947472	19.26808929	19.25695419	17.14180946	17.99352074	17.14552307	16.24664307	16.46235275	15.81575584	16.64656067	19.61731339	19.2305851	19.89840889	18.81954002	19.43257904	19.89693642	19.6653347	17.28516006	NaN	18.07984924	15.99217606	NaN	15.8594799	16.58614731
Q9NWU1	Q9NWU1	OXSM	"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Homo sapiens OX=9606 GN=OXSM PE=1 SV=1"			19.6979599	19.47436333	19.27122498	19.49734497	19.34462929	19.48409271	19.39565086	17.97550011	17.17265129	17.56766129	17.86924934	17.60779953	17.6687088	17.96588135	19.30424309	19.29983711	19.57832336	19.22223091	19.5122261	19.45309448	19.3046093	17.84210968	17.40254021	17.92160225	17.77875519	18.15569305	17.44121552	17.36089325
Q9UQ13	Q9UQ13	SHOC2	Leucine-rich repeat protein SHOC-2 OS=Homo sapiens OX=9606 GN=SHOC2 PE=1 SV=2			20.92622757	18.19758034	20.36624146	19.35710907	19.30775452	19.75868034	19.67424202	19.90306854	20.56893921	20.6470108	21.40433693	20.87272263	20.17698479	19.7654686	19.1857338	19.63954544	19.25797272	19.46353722	18.6514473	19.86194611	18.50699425	19.64183235	21.56550407	19.65326118	21.86367035	19.67461014	21.94626236	20.65616989
P48651	P48651	PTDSS1	Phosphatidylserine synthase 1 OS=Homo sapiens OX=9606 GN=PTDSS1 PE=1 SV=1			19.34836006	18.92341614	18.69760323	19.40246964	19.31700706	18.36546135	18.95307922	19.17330551	19.26333427	18.87033844	18.9170742	18.99520111	18.99075127	19.09546661	19.17840385	18.65911865	18.87392807	17.97039986	19.16752243	18.48815346	18.47082329	18.23266602	18.82310486	18.96822357	18.73750305	18.57430649	18.5968914	18.90559769
O15226-2	O15226	NKRF	Isoform 2 of NF-kappa-B-repressing factor OS=Homo sapiens OX=9606 GN=NKRF			19.59178734	18.60355949	19.72510147	19.42584038	19.34734726	19.04005623	19.3259964	18.71446228	18.81837463	19.07043457	19.24895096	19.05752563	19.10228729	18.48232269	19.00370216	18.3204422	19.34340477	19.09693146	19.57835388	18.95030022	18.40637589	18.69854355	18.63438416	18.50754929	18.05467415	18.43068314	18.45932198	19.00368118
Q96BN8	Q96BN8	OTULIN	Ubiquitin thioesterase otulin OS=Homo sapiens OX=9606 GN=OTULIN PE=1 SV=3			19.02746201	19.13862419	18.84013939	18.58562851	19.23383904	18.97640228	19.38238525	19.45221901	19.59800339	19.37942696	19.42371941	19.28806114	19.56661415	19.6896553	19.1608963	19.19979095	19.06638718	18.84515572	19.13611603	19.25455475	18.8334198	19.8711586	19.81262589	19.41938782	19.7167244	19.56026459	19.39351463	19.56703186
P56378	P56378	MP68	6.8 kDa mitochondrial proteolipid OS=Homo sapiens OX=9606 GN=MP68 PE=1 SV=1			19.48740578	19.8449707	18.60969162	19.72716522	19.31228256	18.63183212	19.31514359	17.98234558	18.39355469	18.77876854	18.10843277	17.78310776	18.36686325	18.16081047	19.65317535	21.32699966	19.7658062	19.65276909	19.76832581	19.52630043	18.97211456	18.07522011	18.13407898	18.56049919	18.59940529	18.68227196	18.63993645	18.13159943
Q49B96	Q49B96	COX19	Cytochrome c oxidase assembly protein COX19 OS=Homo sapiens OX=9606 GN=COX19 PE=1 SV=1			19.28790092	19.26159286	18.95428085	19.2773304	19.31180763	19.36405373	19.54767036	19.80007172	19.41708755	19.86624527	19.49220848	19.62777328	19.66625214	19.81828308	19.27231026	19.42569733	19.41882515	19.24564743	19.02562714	19.29060745	18.87096024	19.02114296	19.36635971	19.58953667	19.74570465	19.48719406	19.50485039	19.24842072
P78410	P78410	BTN3A2	Butyrophilin subfamily 3 member A2 OS=Homo sapiens OX=9606 GN=BTN3A2 PE=1 SV=2			18.80513954	19.15093231	19.45624542	18.928936	19.31085968	19.41661072	18.98070335	15.3133812	15.86135006	NaN	15.40751076	15.42356682	15.65379333	NaN	17.96562386	18.39411354	16.48689079	18.3078022	19.05192757	18.34137917	19.66522408	NaN	15.20811653	16.11328697	15.11387253	18.1092968	15.8737812	15.55365658
Q8WVC0	Q8WVC0	LEO1	RNA polymerase-associated protein LEO1 OS=Homo sapiens OX=9606 GN=LEO1 PE=1 SV=1			19.21512222	19.21539879	19.46618843	19.79549408	19.35105705	19.39639282	19.48435974	19.51576424	19.59360123	19.5693531	19.66922379	19.48284149	19.10042572	19.07255554	19.39445686	18.85027313	19.04129601	18.01335907	19.10109138	18.90660858	19.35353088	19.41850471	18.4907608	19.00809288	19.00518799	18.62974167	19.10741043	19.3997364
O95707	O95707	POP4	Ribonuclease P protein subunit p29 OS=Homo sapiens OX=9606 GN=POP4 PE=1 SV=2			19.1612339	19.08193207	19.38589668	19.34806252	19.33569336	19.34532547	19.41146278	18.68292618	18.5663681	19.00997734	18.44524384	18.9706459	18.78948593	18.45297432	19.43834114	18.73722458	19.16872978	18.75494194	19.14770508	19.06855392	19.12188721	18.81578064	18.56258392	19.03512573	18.75306702	18.55027008	18.5418129	18.95444679
Q8NBF6	Q8NBF6	AVL9	Late secretory pathway protein AVL9 homolog OS=Homo sapiens OX=9606 GN=AVL9 PE=1 SV=1			18.47857475	19.06835938	19.12354279	19.19631577	19.20634079	19.79726219	18.95203781	18.58898735	18.45953751	18.57316017	18.91742897	18.75096893	18.82326126	18.44741821	19.51465416	18.34986496	19.28855515	18.87456703	19.44107246	19.26214027	19.76806831	18.22375298	18.48208046	18.51131058	18.45884895	18.2659893	18.56929779	18.72742081
Q9GZQ3	Q9GZQ3	COMMD5	COMM domain-containing protein 5 OS=Homo sapiens OX=9606 GN=COMMD5 PE=1 SV=1			19.35046005	18.87701797	18.70244026	19.28290176	19.14912033	18.57362366	19.05194664	17.11160278	18.29190826	17.24194145	17.63196182	17.29364777	18.19406891	17.94550705	18.80329704	19.1666317	19.01376724	18.41513824	19.15423775	19.18297577	17.87056541	18.86426353	18.39790344	17.65926361	18.74770355	18.73453903	17.64707947	18.5297451
Q8N6M3	Q8N6M3	FITM2	Fat storage-inducing transmembrane protein 2 OS=Homo sapiens OX=9606 GN=FITM2 PE=2 SV=1			19.63484955	19.56460762	19.473526	19.48896027	19.46048737	19.50024414	19.61996269	19.94470215	19.2454071	19.62398148	19.23963928	19.45389938	19.15829277	19.66068268	19.56197166	19.52505493	19.61611938	19.23904419	18.77284622	19.50819778	19.36500168	19.13297081	19.4279995	19.61462784	19.52855682	19.39663696	19.48580551	19.41219711
O95714	O95714	HERC2	E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2			19.06102562	19.47132492	18.71183014	18.71144676	19.2387352	18.12286377	19.82889748	16.52928734	17.17602539	16.90811348	16.4467907	16.680233	16.28024673	15.06656265	18.07886505	20.47569466	17.68980789	17.9248848	19.37669754	17.58481598	17.73238754	15.02747154	16.01642227	16.55729294	15.68435383	15.14914989	16.81469727	16.60388756
Q76M96-2	Q76M96	CCDC80	Isoform 2 of Coiled-coil domain-containing protein 80 OS=Homo sapiens OX=9606 GN=CCDC80			19.01256371	19.39429855	19.3420887	19.51253319	19.1109581	19.37711334	19.04235649	20.11282921	20.84256935	21.4829216	21.14891243	21.13909912	21.05571938	21.07100296	19.01265335	19.27306747	19.60414314	19.28772926	18.78761292	18.9777298	18.65243149	20.50443077	20.54211426	20.96891212	21.18842697	21.09329033	21.03385544	20.99027252
P40424	P40424	PBX1	Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens OX=9606 GN=PBX1 PE=1 SV=1			18.88669014	18.50559998	19.36618614	19.59658623	19.23015213	19.72143555	19.41137314	20.04363251	20.73997116	20.15991211	20.57770538	20.06720352	20.19461632	20.40582657	19.45514488	19.18331337	19.52916908	20.1763401	19.28589249	19.79781342	19.13288116	20.29457283	19.93732262	20.96342087	20.49565506	20.64593887	20.34099388	20.82714462
Q9P2N5	Q9P2N5	RBM27	RNA-binding protein 27 OS=Homo sapiens OX=9606 GN=RBM27 PE=1 SV=2			19.4462204	18.53770447	20.2010231	19.56193161	19.30110359	19.7740593	19.62335396	19.61446571	19.63438988	19.65322876	19.33066177	19.87445831	19.61758804	19.12929153	19.31728363	17.73521233	19.17582893	18.67101479	19.28069687	19.50632095	19.71014786	19.55742073	19.59278488	19.47742081	19.57168388	19.28336334	19.61430931	19.59162903
Q9UPN7	Q9UPN7	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP6R1 PE=1 SV=5			18.75664711	18.36671638	19.16657829	18.99382782	19.30210304	19.4178791	19.04373741	20.76362801	20.22005653	20.21315765	20.43466759	20.44398499	20.05992508	20.00057602	18.71079254	18.52235794	18.78273201	18.65302849	19.13774681	19.09801483	19.37290955	20.02629662	19.89662743	20.36249161	20.10165596	20.00764656	19.9889183	20.68871307
